vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Gulf Coast Aminos,unknown (not stated on list),https://gulfcoastaminos.shop/,gulfcoastaminos.shop,info@gulfcoastaminos.shop,info@gulfcoastaminos.shop; hello@gulfcoastaminos.shop; dj@gulfcoastaminos.shop,website,https://gulfcoastaminos.shop/,,,,,yes,CALIFORNIA,research_only,yes,yes,ghk-cu,1,,Finnrick,,https://www.finnrick.com/vendors/gulf-coast-aminos,,0,0,Trading,ok_chromium,4,
Hebei Lutong,unknown (not stated on list),https://m.chemicalbook.com/,m.chemicalbook.com,info@chemicalbook.com,info@chemicalbook.com; info@chemicalbook.in; chemicalbook@hotmail.com,website,https://m.chemicalbook.com/ContactUS_EN.aspx,(818) 612-2111; (955) 033-3722,,,,yes,,consumer_and_research,,,retatrutide,1,,Finnrick,,https://www.finnrick.com/vendors/hebei-lutong,,0,0,Trading,ok,5,
Helus Labs,unknown (not stated on list),https://heluslab.com/,heluslab.com,info@heluslab.com,info@heluslab.com,website,https://heluslab.com/home/privacy-policy/,(898) 232-4888,,,,no,,consumer_and_research,yes,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/helus-labs,,0,0,active,ok,2,
Hongzi Peptide,unknown (not stated on list),https://hongzipeptide.com/,hongzipeptide.com,hongzipeptide@gmail.com,hongzipeptide@gmail.com,website,https://hongzipeptide.com/,(852) 957-5848,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/hongzi-peptide,,0,0,Trading,ok,2,
in a separate study,unknown (discovered via search),https://biopharminternational.com/,biopharminternational.com,mmhinfo@mmhgroup.com,mmhinfo@mmhgroup.com,website,https://biopharminternational.com/,,,,,yes,California,consumer_and_research,,,peptide,1,,repo roster (discovery:outlink:list:jaycampbell.com),,,,,,,ok_chromium,5,
into an anti-inflammatory state,unknown (discovered via search),https://mybiohack.com/,mybiohack.com,support@mybiohack.com,support@mybiohack.com; legal@mybiohack.com,website,https://www.mybiohack.com/,,,,,yes,California,manufacturing_lab,,,nad+,1,,repo roster (discovery:outlink:list:jaycampbell.com),,,,,,,ok,5,reads like editorial/affiliate site
it happened WITHOUT any lifestyle changes,unknown (discovered via search),https://bioworld.com/,bioworld.com,lifesciences.support@clarivate.com,lifesciences.support@clarivate.com,website,https://bioworld.com/contact,,,,,no,,consumer_and_research,,,glp-1,1,,repo roster (discovery:outlink:list:jaycampbell.com),,,,,,,ok_chromium,3,
KT Research Group,unknown (not stated on list),https://ktresearchgroup.shop/,ktresearchgroup.shop,support@biotech-collective.com,support@biotech-collective.com,website,https://ktresearchgroup.shop/,,,,,yes,TX,manufacturing_lab,yes,yes,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/kt-research-group,,0,0,Trading,ok,1,
Man who's injected Melanotan II for years shares before and,unknown (discovered via search),https://ladbible.com/,ladbible.com,editorial@ladbible.com,editorial@ladbible.com; sales@ladbiblegroup.com; contact@ladbiblegroup.com; hello@studiojoyride.com; advertising@theladbiblegroup.com; complaints@ladbiblegroup.com,website,https://ladbible.com/,,,,,no,,consumer_and_research,,,retatrutide,1,,repo roster (discovery:result:Melanotan II for sale research use only),,,,,,,ok,3,
Natural Ways to Increase Your Glutathione Levels - Healthline,unknown (discovered via search),https://healthline.com/,healthline.com,licensing@healthline.com,licensing@healthline.com; partnerships@healthline.com; akrishnamurthy@rvohealth.com; healthline.readers@rvohealth.com,website,https://healthline.com/,,,,,yes,New York,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:glutathione for sale research use only),,,,,,,ok,7,reads like editorial/affiliate site
Nootropics - Psychology Today,unknown (discovered via search),https://psychologytoday.com/,psychologytoday.com,aberman@psychologytoday.com,aberman@psychologytoday.com; diana@psychologytoday.com; johnthomas@psychologytoday.com,website,https://psychologytoday.com/us/docs/about-psychology-today,(310) 458-6557; (646) 763-6362,,,,yes,New York,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:nootropics and peptides vendor USA),,,,,,,ok,4,
Noplab Peptide,unknown (not stated on list),https://nuotailab.com/,nuotailab.com,8888488@163.com,8888488@163.com,website,https://nuotailab.com/,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/noplab-peptide,,0,0,active,ok+deep,1,
Peptide Distributions,unknown (not stated on list),https://peptidedistributions.com/,peptidedistributions.com,info@peptidedistributions.com,info@peptidedistributions.com,website,https://peptidedistributions.com/,(866) 737-1110,,,,yes,Arizona,research_only,,yes,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/peptide-distributions,,0,0,Trading,ok,5,
Peptide Guide,unknown (not stated on list),https://peptideguide.com/,peptideguide.com,editor@peptideguide.com,editor@peptideguide.com,website,https://peptideguide.com/contact,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/peptide-guide,,0,0,Trading,ok+deep,17,
Peptide People,unknown (not stated on list),https://peptidepeople.com/,peptidepeople.com,support@peptidepeople.com,support@peptidepeople.com,website,https://peptidepeople.com/,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/peptide-people,,0,0,Trading,ok+deep,17,
PeptideClassifieds,unknown (not stated on list),https://peptideclassifieds.com/,peptideclassifieds.com,support@peptideclassifieds.com,support@peptideclassifieds.com; supportpeptideclassifieds@gmail.com,website,https://peptideclassifieds.com/pages/contact,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/peptideclassifieds,,0,0,active,ok_chromium+deep,4,
Peptides of pineal gland and thymus prolong human life,unknown (discovered via search),https://khavinson.info/,khavinson.info,khavinson@gerontology.ru,khavinson@gerontology.ru,website,https://khavinson.info/contacts,,,,,no,,consumer_and_research,,,peptide,1,,repo roster (discovery:outlink:list:innerbody.com),,,,,,,ok,2,
"Peptides: What are they, uses, and side effects - Medical News Today",unknown (discovered via search),https://medicalnewstoday.com/,medicalnewstoday.com,liallison@redventures.com,liallison@redventures.com; sobrien@rvohealth.com,website,https://medicalnewstoday.com/,,,,,yes,Alabama,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:peptide discount code),,,,,,,ok,7,
Prestige Compounds,unknown (not stated on list),https://prestigecompounds.com/,prestigecompounds.com,customerservice@prestigecompounds.com,customerservice@prestigecompounds.com,website,https://prestigecompounds.com/,,,,,no,,research_only,yes,yes,dsip,1,,Finnrick,,https://www.finnrick.com/vendors/prestige-compounds,,0,0,Trading,ok,2,
PrettyLabs Research,unknown (not stated on list),https://prettylabsresearch.com/,prettylabsresearch.com,support@prettylabsresearch.com,support@prettylabsresearch.com,website,https://prettylabsresearch.com/,,,,,yes,Virginia,research_only,yes,yes,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/prettylabs-research,,0,0,Trading,ok,7,
Qizhi en Biotechnology,unknown (not stated on list),https://qienlab.com/,qienlab.com,info@qienlab.com,info@qienlab.com,website,https://qienlab.com/,(734) 262-2044; (810) 228-2512; (955) 553-1107,,,,no,,manufacturing_lab,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/qizhi-en-biotechnology,,0,0,Trading,ok+deep,17,
SARMs: Everything You Need to Know - Men's Health,unknown (discovered via search),https://menshealth.com/,menshealth.com,guygourmet@rodale.com,guygourmet@rodale.com,website,https://menshealth.com/contact,,,,,yes,Washington,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:SARMs and peptides vendor USA),,,,,,,ok,4,reads like editorial/affiliate site
"Tesamorelin Complete Guide: Benefits, Dosing, Side Effects ... - TrimRX",unknown (discovered via search),https://trimrx.com/,trimrx.com,hello@trimrx.com,hello@trimrx.com,website,https://trimrx.com/,,,,,no,,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:tesamorelin for sale research use only),,,,,,,ok+deep,17,
Tesofensine - Saniona,unknown (discovered via search),https://saniona.com/,saniona.com,ami@saniona.com,ami@saniona.com; investor@saniona.com; saniona@saniona.com,website,https://saniona.com/,(457) 070-5225; (556) 962-5345,,,,no,,consumer_and_research,,,tesofensine,1,,repo roster (discovery:result:tesofensine for sale research use only),,,,,,,ok,7,
The Peptide Theory,unknown (not stated on list),https://thepeptidetheoryco.com/,thepeptidetheoryco.com,support@thepeptidetheoryco.com,support@thepeptidetheoryco.com,website,https://thepeptidetheoryco.com/privacy-policy,(720) 805-8254,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/the-peptide-theory,,0,0,Trading,ok_chromium+deep,4,
Tirzepatide vs. Retatrutide: Key Differences Explained,unknown (discovered via search),https://joinmidi.com/,joinmidi.com,support@joinmidi.com,support@joinmidi.com; care@joinmidi.com; legal@joinmidi.com; media@joinmidi.com; operations@joinmidi.com; store@joinmidi.com,website,https://joinmidi.com/,(628) 600-0832; (800) 778-7879; (833) 775-1861,,,,yes,Washington,compounding_pharmacy,yes,,glp-1,1,,repo roster (discovery:result:retatrutide vendor coupon),,,,,,,ok,4,
Velora Biolabs,unknown (not stated on list),https://velorabiolabs.com/,velorabiolabs.com,support@velorabiolabs.com,support@velorabiolabs.com; info@velorabiolabs.com; sales@velorabiolabs.com; contact@velorabiolabs.com; wholesale@velorabiolabs.com,website,https://velorabiolabs.com/pages/contact,,,,,yes,Wyoming,research_only,,yes,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/velora-biolabs,,0,0,Trading,ok,7,
VIVA Biotechnology,unknown (not stated on list),https://vivpeptide.com/,vivpeptide.com,vivpeptide@gmail.com,vivpeptide@gmail.com,website,https://vivpeptide.com/,(852) 409-6484; (852) 442-0776; (852) 657-0719,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/viva-biotechnology,,0,0,Trading,ok+deep,1,
YH Peptide,unknown (not stated on list),https://yhpeptide.com/,yhpeptide.com,alice20252002@outlook.com,alice20252002@outlook.com,website,https://www.yhpeptide.com/,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/yh-peptide,,0,0,Trading,ok,2,
Zhangzhou Weiming Boxin Bio-pharmaceutical,unknown (not stated on list),https://peptideplatform.com/,peptideplatform.com,peptideplatform@gmail.com,peptideplatform@gmail.com,website,https://peptideplatform.com/,(565) 986-1111,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/zhangzhou-weiming-boxin-bio-pharmaceutical,,0,0,Trading,ok+deep,1,
Zhejiang Jiuzhou Pharmaceutical,unknown (not stated on list),https://en.jiuzhoupharma.com/,en.jiuzhoupharma.com,bd@jiuzhoupharma.com,bd@jiuzhoupharma.com; ctjz@jiuzhoupharma.com; dm-taizhou@300.cn; hr@jiuzhoupharma.com; kanon.jiang@slipstream.com.cn,website,https://en.jiuzhoupharma.com/,(571) 869-3529; (576) 855-8009; (576) 855-8803,,,,yes,,manufacturing_lab,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/zhejiang-jiuzhou-pharmaceutical,,0,0,Trading,ok,4,
Advanced Technology and Industrial,unknown (not stated on list),https://advtechind.com/,advtechind.com,sales@advtechind.com,sales@advtechind.com; yoyo@advtechind.com,website,https://advtechind.com/contact.htm,(584) 234-0336; (755) 822-6320; (755) 824-2847,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/advanced-technology-and-industrial,,0,0,Trading,ok,2,
Aevitas Research,unknown (not stated on list),https://aevitasresearch.com/,aevitasresearch.com,support@aevitasresearch.com,support@aevitasresearch.com,website,https://aevitasresearch.com/,,,,,no,,not_peptide_related,,yes,,0,,Finnrick,,https://www.finnrick.com/vendors/aevitas-research,,0,0,Trading,ok,6,
Amino Annex,unknown (not stated on list),https://aminoannex.com/,aminoannex.com,info@aminoannex.com,info@aminoannex.com,website,https://www.aminoannex.com/privacy-policy/,,,,,yes,Illinois,not_peptide_related,yes,yes,,0,,Finnrick,,https://www.finnrick.com/vendors/amino-annex,,0,0,Trading,ok,6,
Aura Farms,unknown (not stated on list),https://cognitoforms.com/,cognitoforms.com,support@cognitoforms.com,support@cognitoforms.com; privacy@cognitoforms.com,website,https://cognitoforms.com/,(888) 499-0856,,,,yes,California,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/aura-farms,,0,0,Trading,ok,7,
Axtidebio,unknown (not stated on list),https://axtidebio.com/,axtidebio.com,axtidebio.com@gmail.com,axtidebio.com@gmail.com,website,https://axtidebio.com/,,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/axtidebio,,0,0,active,ok_chromium,1,
Bacteriostatic Water Supplies,unknown (not stated on list),https://bacteriostaticwatersupplies.com/,bacteriostaticwatersupplies.com,info@bacteriostaticwatersupplies.com,info@bacteriostaticwatersupplies.com; bactsolutionwater@gmail.com,website,https://bacteriostaticwatersupplies.com/,,,,,yes,California,not_peptide_related,yes,,,0,,PeptiPrices,,,,,,,ok,7,
Carolina Chemical,unknown (not stated on list),https://carolinachemical.com/,carolinachemical.com,sales@carolinachemical.com,sales@carolinachemical.com,website,https://carolinachemical.com/contact/,(704) 499-7658; (855) 998-0420,,,,yes,North Carolina,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/carolina-chemical,,0,0,active,ok_chromium,5,
Carolina Research Compounds,unknown (not stated on list),https://carolinaresearchcompounds.com/,carolinaresearchcompounds.com,support@carolinaresearchcompounds.com,support@carolinaresearchcompounds.com,website,https://carolinaresearchcompounds.com/contact/,,,,,no,,not_peptide_related,yes,yes,,0,,Finnrick,,https://www.finnrick.com/vendors/carolina-research-compounds,,0,0,Trading,ok_chromium,5,
Coretraino,unknown (not stated on list),https://coretraino.com/,coretraino.com,coretraino@coretraino.com,coretraino@coretraino.com,website,https://www.coretraino.com/,(213) 602-4196,,,,yes,Colorado,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/coretraino,,0,0,active,ok,7,
Czech Laboratory,unknown (not stated on list),https://czechnanolab.cz/,czechnanolab.cz,eliska@isibrno.cz,eliska@isibrno.cz; fejfar@fzu.cz; fintova@ipm.cz; michal.urbanek@ceitec.vutbr.cz; richard.kolar@ceitec.vutbr.cz; spevakova@fzu.cz,website,https://www.czechnanolab.cz/contact,,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/czech-laboratory,,0,0,Trading,ok,3,
Depris,unknown (not stated on list),https://deprisinc.com/,deprisinc.com,info@deprisinc.com,info@deprisinc.com,website,https://deprisinc.com/,,,,,no,,not_peptide_related,yes,yes,,0,,Finnrick,,https://www.finnrick.com/vendors/depris,,0,0,Trading,ok,3,
Elev8 Labs,unknown (not stated on list),https://elev8labs.ltd/,elev8labs.ltd,support@elev8labs.ltd,support@elev8labs.ltd; sales@elev8labs.ltd,website,https://elev8labs.ltd/,,,,,yes,,not_peptide_related,,yes,,0,,Finnrick,,https://www.finnrick.com/vendors/elev8-labs,,0,0,active,ok,1,
Elite RX Labs,unknown (not stated on list),https://eliterxlabs.com/,eliterxlabs.com,info@eliterxlabs.com,info@eliterxlabs.com,website,https://eliterxlabs.com/contact,,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/elite-rx-labs,,0,0,Trading,ok_chromium,2,
Evolve Biolabs,unknown (not stated on list),https://evolvebiolabs.com/,evolvebiolabs.com,sales@evolvebiolabs.com,sales@evolvebiolabs.com,website,https://evolvebiolabs.com/,,,,,yes,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/evolve-biolabs,,0,0,Trading,ok,4,
Fast Fit Ferro,unknown (not stated on list),https://tr.ee/,tr.ee,glittershooting@gmail.com,glittershooting@gmail.com,website,https://tr.ee/about,(970) 349-6653; (970) 713-0754,,,,yes,CO,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/fast-fit-ferro,,0,0,Trading,ok,4,
Filler Outlet,unknown (not stated on list),https://filleroutlet.com/,filleroutlet.com,cs@filleroutlet.com,cs@filleroutlet.com,website,https://filleroutlet.com/,(821) 085-5595,,,,no,,not_peptide_related,yes,,,0,,Finnrick,,https://www.finnrick.com/vendors/filler-outlet,,0,0,active,ok,2,
GL Biochem,unknown (not stated on list),https://glbiochem.com/,glbiochem.com,info@glbiochem.com,info@glbiochem.com; service@glbiochem.com; info@glbiochem.net; info@glschina.com,website,https://glbiochem.com/,(310) 016-6711; (400) 601-3200; (510) 835-8303,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/gl-biochem,,0,0,Trading,ok,3,
Go Tidez,unknown (not stated on list),https://gotidez.square.site/,gotidez.square.site,gotidez26@gmail.com,gotidez26@gmail.com,website,https://gotidez.square.site/,,,,,no,,not_peptide_related,yes,,,0,,Finnrick,,https://www.finnrick.com/vendors/go-tidez,,0,0,Trading,ok_chromium,1,
Guangzhou Aoshan,unknown (not stated on list),https://importkey.com/,importkey.com,help@importkey.com,help@importkey.com,website,https://importkey.com/contact,(832) 408-9779; (833) 467-6786,,,,yes,Georgia,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/guangzhou-aoshan,,0,0,Trading,ok_chromium,5,
Guangzhou Huiguang Biotechnology,unknown (not stated on list),https://hgswmed.com/,hgswmed.com,admin@hgswmed.com,admin@hgswmed.com,website,https://hgswmed.com/,(392) 272-6310,,,,no,,not_peptide_related,,,,0,,Finnrick,,https://www.finnrick.com/vendors/guangzhou-huiguang-biotechnology,,0,0,Trading,ok,3,
